        	        	        	        	        	        	EARNINGS	        	        	        	        	
   -4.07	   -5.87	   -1.14	   -0.64	    4.27	    6.71	    2.58	    6.38	    9.24	    1.75	    0.45	
    0.53	    4.41	   -5.60	    0.75	    1.18	    2.22	   -3.05	    9.81	   -0.58	    0.98	    1.31	
   -1.89	   -0.42	    1.22	   -0.51	    3.64	   -1.92	   -0.99	    2.06	    0.40	    4.27	    0.86	
    1.17	   -0.93	    2.16	   -0.53	   -1.48	    2.71	    1.22	    3.70	   -0.33	   -0.33	   -3.51	
    0.52	    0.97	    2.39	    0.43	   -0.91	    0.95	    0.49	   -0.10	    2.56	    0.59	    2.08	
    2.28	    0.56	   -0.23	    5.74	    0.65	    0.61	    1.29	    8.44	    1.13	   -1.24	    0.21	
   -1.64	    1.78	   -5.93	    2.93	   -2.47	   -3.39	    9.21	    2.71	   -1.63	   -3.35	   -3.18	
    3.94	    2.66	   -3.99	    3.76	    0.22	    0.30	    2.89	    0.16	   -2.11	   -2.59	   -2.88	
    4.26	   -4.08	   10.64	   -8.65	   -5.26	    1.11	    0.00	    0.00	    5.49	    2.08	   15.31	
    0.00	    0.00	   -6.49	    1.39	   -6.85	    7.35	    0.00	    5.48	   -7.79	   32.39	    0.00	
   27.94	    5.75	   19.57	   -7.27	    3.92	   -3.77	    8.82	    1.80	   -7.96	    2.88	  -19.63	
    0.17	   -1.50	    0.03	   -0.29	    0.19	    0.66	    2.95	   -1.28	    0.67	   -0.10	    3.05	
   -1.26	    1.35	   -0.10	    1.42	   -1.40	   -2.91	    2.28	    3.06	    2.47	    2.89	    0.29	
    0.09	   -1.42	   -1.25	    0.59	    2.48	    1.06	    2.28	   -4.40	    0.91	   -1.67	    0.33	
   -3.65	    1.42	    0.80	    4.76	    1.26	   -3.68	   -1.42	    5.97	   -2.04	   -7.46	   11.20	
   -3.79	    1.17	    4.03	   -2.56	    6.67	    2.40	   -4.38	   -6.65	   -2.14	   -1.91	    1.15	
   -1.65	    0.79	   -5.86	    7.71	    8.02	   -0.32	    3.69	   12.36	    3.99	   -4.30	    1.24	
   -3.23	    3.27	    1.36	   -1.91	    1.04	    0.39	   -3.01	    1.65	   -1.62	    1.32	    0.33	
   -1.09	    0.00	   -0.34	    1.52	   -0.34	    2.11	   -0.60	    0.60	    0.13	    0.67	    0.99	
    0.86	   -1.22	   -0.16	    1.19	   -5.94	    1.17	  -11.37	    0.29	    2.45	  -13.90	    9.05	
   -1.91	   -2.37	    7.28	    0.45	    2.00	    9.81	    6.03	   -5.35	   -4.41	   -1.49	   -4.07	
   -6.14	    6.36	   10.67	   -2.51	   -4.55	    2.69	   -4.64	   13.25	   -8.71	    0.86	   -1.22	
   -3.85	    4.77	    3.17	   -8.82	   -4.49	   -0.15	  -11.99	   -6.85	  -11.48	   22.29	  -35.71	
   -2.22	    6.51	  -19.92	    7.77	  -13.03	   -1.31	    5.31	    5.18	  -10.84	   10.82	   -4.11	
   -5.20	    6.58	   -3.09	   -7.74	   -0.99	    0.17	   11.77	    4.75	    1.27	   -7.69	    1.82	
   -4.70	   -2.26	   -1.47	    1.92	    7.11	    0.78	    0.97	    6.53	    0.90	    3.93	    1.37	
    0.34	   -2.03	   -3.28	    2.50	   -0.17	    0.35	   -5.22	   -4.77	    0.19	    0.00	   -2.31	
    0.00	   -1.21	    0.81	   -1.62	   -1.03	   -1.66	    4.43	    0.40	    8.45	   -3.71	   -1.73	
   -1.13	    1.43	   -0.28	    0.71	   -0.28	    1.62	   -0.14	   -1.73	  -10.23	    5.58	    2.31	
  -10.23	    5.58	    2.31	   -1.89	    0.30	    0.30	   -3.02	   -1.14	   -0.46	    1.47	   -0.23	
   -0.52	    0.00	    5.19	   -1.00	    0.14	   -2.45	   -0.07	    1.41	   -0.51	   -3.74	    0.53	
   -3.35	   -5.33	    3.94	    3.25	   -4.20	    1.37	    0.00	   10.27	   -1.47	    0.25	    9.68	
   -1.50	   -1.75	   -3.29	   -0.70	    3.44	    3.95	   -0.94	    0.39	    0.91	   -0.61	   -1.46	
    2.49	   -1.65	    1.08	   -0.01	   -1.48	    0.25	    3.45	   -3.78	    0.25	    3.55	   -3.14	
   -4.07	    5.51	   -8.60	   -8.69	  -10.43	   -2.33	    8.05	  -10.48	    4.31	   11.96	   12.53	
    3.27	   -6.97	   -6.98	    0.18	   -2.74	   -6.95	   36.57	    4.59	    1.13	    6.15	    7.51	
    8.76	    0.12	   -1.59	   -0.74	   10.61	   -8.24	    1.97	   -3.14	    2.37	    7.30	   11.34	
    6.01	    1.64	   -3.18	    5.27	    2.00	   -1.51	    0.38	    0.76	    3.03	   -3.94	    0.84	
   -2.27	   -6.88	    1.32	    0.44	   -2.60	   -2.75	    4.16	   -2.20	    1.55	    0.24	   -0.64	
    3.11	   -5.64	    2.27	    4.64	   -0.48	    7.45	   29.37	   -9.75	   11.11	    9.86	   -8.91	
   17.60	    0.97	   -9.72	    3.88	   -9.77	    1.13	   -0.74	    1.13	   -5.10	   -4.11	    0.71	
   -3.77	    4.18	    0.20	   -0.95	    1.31	    0.05	   -0.85	    0.00	    0.35	    0.10	   -0.05	
    0.54	    4.86	   -2.58	   -3.17	   10.38	   -3.47	    1.03	   -6.60	    4.89	   -9.33	   13.14	
    9.55	    3.08	   -1.00	    3.02	    9.76	    0.89	   -3.96	   46.79	    9.38	   -4.57	   13.47	
    1.40	   -6.88	    3.45	    4.29	    9.59	    0.42	    7.47	  -20.85	    4.88	    0.93	    0.46	
    1.24	   -3.67	   -6.78	   -0.45	   -4.57	   -1.44	   -0.97	    3.92	   -2.36	   -2.42	  -11.88	
   -7.27	   -3.27	   10.81	    1.22	    3.01	   -2.34	   -5.99	    4.46	   -1.22	   -6.17	   -3.95	
   -2.62	   -0.17	   -5.17	    7.65	   11.03	   -1.25	   -2.43	  -13.88	    1.09	    0.99	    1.30	
   -5.68	    2.13	   -3.84	   -1.75	   -1.86	    4.72	    2.78	   -2.24	    0.70	   -2.28	   -3.05	
    0.95	   -0.90	   -0.48	   -2.06	   -0.54	    3.47	   -4.85	    7.45	   -0.81	   -3.05	   -1.02	
    6.22	   -3.23	    1.96	    3.32	   -2.23	   -0.41	    2.34	    0.59	   -2.81	   -0.27	   -0.47	
   -2.29	   -0.40	   -7.13	    2.12	   -1.68	   -0.59	    5.36	   -1.35	    2.26	   -2.55	   -3.30	
    6.90	   -9.68	   -7.14	    3.85	    0.00	  -11.11	   -8.33	   22.73	   -3.70	   11.54	    4.83	
   -0.09	    1.36	    3.64	   -0.54	    0.09	   -2.93	   -1.14	   14.00	    0.46	   -7.12	   10.00	
   -0.53	   -4.67	   -3.04	   -8.96	    0.36	   -4.41	   -2.84	    3.55	    0.63	   -2.89	    2.88	
    1.44	    0.00	   -4.96	   -1.49	    9.09	   -2.78	   -2.14	   -4.38	    3.82	    0.00	   -3.68	
   -2.14	   -4.38	    3.82	    0.00	   -3.68	    5.19	   -5.66	   -3.38	    1.11	   -0.79	    0.79	
    1.59	   -1.56	    1.59	   -1.56	   -3.17	    3.28	   -4.44	   -7.81	    3.60	   -5.22	   -1.83	
    1.25	   -6.11	    4.55	   -0.42	   -4.91	    6.46	    2.62	   -0.81	   -3.31	   -2.08	    2.24	
    2.49	   -4.61	    5.79	   -1.20	    0.59	   -0.55	   -0.70	   -0.26	   -0.37	   -2.51	    2.42	
   -0.15	    3.91	   -9.60	    0.45	    2.09	   -1.60	   -4.65	    7.18	    3.56	    1.43	    1.20	
   -6.64	    1.31	   -1.92	   -1.98	    3.18	    6.03	   -4.37	   -2.26	   -1.43	    2.28	    3.70	
   -2.78	   -0.95	   10.10	    1.31	   30.60	  -18.81	  -12.20	   12.04	    2.48	   -2.02	   12.35	
  -17.31	  -27.24	   -5.02	    7.21	   -0.45	   11.71	   -3.23	    4.17	   27.60	   10.34	   -3.69	
   -3.34	   -8.81	   -5.86	  -14.29	    0.85	    2.97	  -10.29	    6.88	    2.58	    3.77	    4.44	
   -8.41	    5.10	    5.34	    3.23	    3.57	    5.17	    2.05	  -14.86	   -2.36	   -5.80	   -2.56	
   -2.39	   16.67	   -5.88	    0.45	    4.44	   -0.43	    5.13	    6.50	   -2.29	    3.91	   -4.51	
    2.77	   -1.15	   -3.50	    0.81	    3.60	    6.56	   -0.72	   14.23	   -1.28	   11.00	    2.04	
    0.53	   -2.68	    2.27	    0.82	   -2.38	   -0.18	    2.14	   -1.28	   -1.30	   -2.99	    3.21	
    3.15	   -2.13	    1.77	    1.39	    0.06	   -1.14	    2.94	   -8.47	    2.82	   -1.13	   -1.27	
   -2.83	   -1.57	    1.90	   -0.29	   -0.82	    0.88	   -2.16	    2.14	    1.87	    0.06	    1.72	
   -5.13	    2.25	    0.88	   -0.87	    0.00	    1.76	   -0.43	   -4.35	    0.91	    0.00	    5.86	
    4.85	   -0.42	    0.42	    0.00	    4.20	    1.21	    0.00	    3.19	   -0.77	   -0.39	    1.95	
    1.81	    4.00	    1.28	    0.42	    1.68	   -3.31	   -3.42	   -1.77	    1.35	    0.44	   -1.33	
    2.73	    3.20	   13.12	   -9.72	    7.03	   -3.97	   10.47	    3.21	   -2.37	    0.83	    0.45	
    0.76	   -0.45	    3.92	   -0.73	    4.38	    2.45	    3.69	   11.46	   -3.25	    0.98	    4.42	
    1.74	   -1.80	   -0.24	   -1.26	    0.69	    0.83	    1.16	   -2.39	    7.53	    2.18	    0.04	
    2.78	   -0.11	   -4.76	    1.99	    4.74	   -2.93	   -5.48	    3.77	    0.00	   -0.28	    0.56	
    1.08	    0.53	   -0.27	   -1.60	    1.08	    1.07	   10.85	   -6.21	    3.56	    0.25	   -0.25	
   -5.94	    3.68	   -2.03	   -2.85	   -6.40	    3.70	    0.27	   -8.93	   -2.23	   -2.15	   -2.83	
   -1.52	   -5.02	   -1.08	   -1.01	   -0.17	    2.26	   -0.21	   12.30	    3.12	    2.84	   -0.25	
    4.13	   -7.21	    2.69	    0.72	   -2.73	    0.67	    0.53	   10.18	    1.65	    2.92	   -1.83	
    1.60	    3.86	    0.59	    0.27	    1.50	   -1.21	   -0.37	    1.81	    0.54	    1.90	   -0.10	
   -0.63	    2.21	   -0.37	    1.66	    2.72	   -1.40	    2.42	   -1.25	    2.14	    1.07	    0.14	
   -2.68	    0.67	    0.87	    0.66	    1.37	    2.39	   -0.10	    1.68	    2.33	   -2.45	   -1.23	
    0.23	    2.96	    1.73	   -1.08	    2.13	   -0.48	    0.01	    2.92	    0.07	    3.60	    1.17	
    3.07	   -1.43	    8.06	    0.52	   -1.65	    5.14	    3.79	    2.31	   -1.60	    3.15	   -1.11	
    1.54	    1.16	    2.92	    0.34	    0.00	   -0.86	    1.73	   -1.78	    1.21	    2.73	   -1.16	
    1.47	   -1.45	    1.18	   -0.29	    0.00	   -0.87	   -0.59	   -2.96	   -1.22	   -1.23	    0.00	
    1.49	   -1.47	    1.49	   -2.06	   -0.60	    2.42	    0.00	   -0.59	    0.00	   -2.08	    0.00	
   -6.40	   -2.73	    2.89	   -7.74	    5.57	    5.90	   11.79	   -2.35	   -2.98	    0.27	   -0.82	
   -3.51	    1.60	    1.73	    0.25	   -3.60	    1.89	    1.02	   -6.16	   -1.53	   -2.49	   -1.19	
   -2.85	    4.71	   -5.02	    4.23	   -3.96	    0.04	    2.76	   -7.10	   -2.62	   -0.96	    3.49	
   -0.29	    0.00	   -0.29	    0.15	   -1.03	    1.19	    1.47	   -1.45	   -0.29	   -8.85	    3.56	
    8.31	    1.45	   -0.43	    0.43	    0.29	    0.43	    0.42	   -2.82	   -5.95	   -2.93	   -3.34	
    4.88	   -1.12	    4.92	    2.01	    2.98	    8.83	    1.53	   -4.22	   -2.69	    4.81	    3.18	
    1.77	    7.51	   -4.16	    3.49	   -3.96	    1.82	    0.65	   -3.78	    4.49	   -2.65	    7.73	
   -2.22	    1.97	   -4.80	   -3.42	    0.89	   -0.88	   -2.66	   -4.07	    1.10	    3.80	    0.86	
    3.37	   -0.74	   -0.45	    4.05	    3.61	   -5.15	    0.73	   -0.15	   -1.61	    0.45	   -4.28	
    3.58	    3.31	   -1.89	    5.19	   -2.12	    5.76	    4.09	   -4.71	   -1.10	   -0.69	    1.40	
    4.57	    4.76	   -6.13	    1.44	   -2.84	   -0.93	    4.55	   -7.30	   -1.38	   -1.12	    4.39	
    0.25	    2.52	   -5.41	   13.25	    1.15	    2.27	    1.33	   20.79	   -0.54	   -3.46	    0.38	
   10.87	    1.31	    2.58	   -3.46	    6.84	   -2.44	   -0.94	   14.20	    2.49	    1.62	   -2.12	
   -0.75	    2.65	    2.95	   -7.17	    0.00	   -3.86	   16.06	    6.57	   -4.87	   -3.41	   -3.18	
   -2.37	    0.61	    0.85	    2.87	    0.70	    0.81	   -2.75	   28.07	    0.83	    3.20	    9.73	
    0.91	   -0.30	   -3.78	   -0.47	    9.32	   -1.01	    8.76	   10.60	    0.00	    3.03	    3.30	
   -0.98	    0.17	    2.47	    4.66	   -1.69	   -2.34	    5.12	    0.91	    2.71	   -2.64	    4.07	
    0.00	   -4.15	    4.92	   -1.78	   -3.11	    5.08	    3.41	    1.03	   -3.40	   -3.31	   -0.87	
    1.91	   -5.84	    6.35	   -0.07	   -0.29	    0.29	   -0.29	   -0.07	   -3.47	    0.07	    0.67	
   -0.29	   -2.11	    1.57	    0.29	    4.91	   -5.05	    4.25	    2.32	   -0.63	    1.09	   -0.81	
    1.86	    0.67	   -1.24	   -3.68	    3.32	    1.07	   -1.64	  -13.41	   -1.58	   27.67	   -4.77	
   -3.21	   -2.69	   -2.39	    0.27	    1.81	    1.49	    0.63	    4.35	   -0.96	   -2.68	   -1.31	
   -1.90	    0.37	    1.36	    0.78	   -2.16	    2.64	    3.45	   -1.55	   -3.15	   -1.32	    2.95	
   19.41	    2.47	    9.66	    1.57	  -19.81	   -1.54	  -12.16	   13.84	   42.75	   12.91	   -7.30	
   14.13	    0.40	   -0.80	   -6.70	    0.69	   -4.12	   11.02	   -8.31	   -3.96	    8.07	   -6.36	
    1.77	   -0.16	    2.99	   -5.12	    3.23	    3.02	   -3.40	   -7.09	    1.34	    1.96	    8.46	
    4.72	   -3.64	    4.68	    1.20	   -8.75	    1.49	    7.71	   44.63	    3.95	    1.59	   -0.28	
   -7.91	    5.47	    3.70	    3.57	    3.45	   -0.67	   -5.37	   -3.55	   -0.74	    2.22	  -10.14	
    0.00	   -6.98	    0.00	    6.67	   -2.34	   -3.20	    6.61	    0.78	    0.00	    0.77	   -1.53	
   -3.73	   -3.10	   -1.60	    4.88	   -3.88	   -0.81	   -0.81	   -4.92	    7.76	    3.20	    0.78	
   -5.61	    0.29	   -3.47	    1.51	    2.31	    2.54	    2.48	    5.68	   -2.47	    2.08	   -1.01	
   -3.04	   -2.21	    0.20	   -3.92	   -2.33	    3.63	    4.57	  -10.06	   -2.20	    2.39	   -5.61	
   -4.24	    3.11	    1.36	   -0.37	    0.05	   -3.18	    2.49	    0.35	   -2.00	   -2.42	    2.82	
    0.00	   -4.36	    5.13	    3.39	   -4.46	    2.74	    5.87	   -0.63	   -1.52	   -1.80	   -0.13	
    3.51	   -1.63	   -4.85	    5.23	   -2.04	    2.34	   -2.29	   -1.04	   -2.76	    0.41	   -4.31	
   -1.83	   -0.73	    6.18	    1.53	    0.07	   -0.66	   13.12	    4.05	    0.38	   -0.98	   -0.50	
    0.59	    2.64	    0.49	   -0.98	    1.26	    0.63	   -6.95	    0.84	   -2.70	   -4.64	   -3.46	
    0.67	    2.93	   -1.49	    0.55	   -3.83	    0.05	    6.13	   -2.87	    0.98	    1.54	   -0.03	
   -1.95	    2.20	   -5.03	    3.56	    3.44	    1.21	   -9.06	   -4.82	   -2.65	    3.31	   -1.95	
   17.53	    6.41	   -9.77	   -1.53	   -3.67	    4.27	   -9.40	    7.69	    4.65	   -1.08	   -2.74	
    1.02	    0.14	   -3.24	    0.87	    5.22	    0.03	   -2.23	   -6.49	    0.46	   -0.17	    2.23	
    0.58	    0.74	   -0.73	    0.08	    2.47	    0.44	   -1.22	   -4.29	   -1.16	   -3.41	   -2.32	
   -2.94	    2.12	   -5.02	   -4.95	    0.52	    0.24	    0.32	   -0.99	   -1.08	    7.26	   -2.66	
    2.84	    1.25	    2.23	    5.81	   -1.37	    0.00	    0.46	  -11.32	    1.30	    0.26	   -5.90	
   -2.68	    5.86	   -2.28	    0.00	    3.33	   -2.58	    4.30	  -12.70	   -1.82	   -2.96	    3.82	
    0.00	   -1.95	    3.32	    2.25	    2.20	   -1.85	    0.94	   18.94	   -1.57	   -1.86	   -1.89	
   -1.44	   -2.92	    2.26	   12.13	   -3.93	    6.83	    1.28	   -6.94	    9.15	    0.62	   -6.48	
   -1.42	   -5.05	    2.78	   -0.25	   -3.21	    3.57	   -0.49	   -3.71	    3.60	   -1.49	   -2.52	
    4.33	   -5.61	    2.33	   -1.01	    3.06	    1.98	   -1.21	   -1.47	   -2.99	   -2.83	   -0.53	
    6.92	    2.33	   -2.24	    2.02	    2.64	    2.05	    9.11	   12.12	   -0.75	    3.48	    0.82	
    4.93	    0.76	  -10.48	    1.46	   -4.41	   -1.39	   -0.38	   -3.34	    3.18	    4.30	   -0.54	
   -0.91	    1.39	   -3.04	   -5.68	    8.06	    0.69	   13.82	   11.47	   -3.45	   -2.41	    3.25	
   -4.26	   -1.52	    0.67	   -8.70	   -0.21	    4.72	    4.61	   -3.74	   -1.89	    6.39	    5.43	
   -2.70	   -3.98	   -6.85	    2.69	    5.34	    5.36	   -5.81	  -12.15	   -3.40	   -2.39	    0.47	
    3.79	   -0.82	    3.87	    1.51	   -4.80	    8.99	    3.79	   -3.00	   -0.50	   -8.91	    5.44	
   -0.54	   -3.80	   -1.50	    3.63	    3.68	   -0.53	   -7.32	  -20.04	    4.34	    2.31	    3.16	
   -3.55	    1.23	   -5.83	   -4.90	   -2.98	   -6.15	    0.30	   10.09	   -3.77	   -0.84	    3.11	
    3.16	    3.28	    0.42	   -1.27	    5.13	    1.22	   -2.21	   -8.83	    6.08	   -2.34	   -4.35	
   -0.07	   -0.33	    0.40	    0.00	   -2.37	   -1.35	   -0.68	   -0.34	    2.77	    1.01	   -1.00	
   -0.34	    2.77	    1.01	   -1.00	    0.34	   -1.41	   -0.61	   -1.03	    0.00	   -0.35	   -0.69	
    7.89	   -3.72	   -3.50	    5.37	   -2.49	   -1.95	    0.99	   -2.83	   -0.38	   -1.78	   -1.55	
   -0.79	   -1.71	   -5.81	    4.69	   -2.24	   -1.57	    6.61	   -2.30	    0.82	   -0.58	   -3.99	
    4.39	    4.84	    0.67	    3.20	    2.83	   -1.04	   -0.48	    1.91	   -8.97	    0.60	   -0.99	
   -5.14	    4.47	    0.15	   -0.55	   -1.59	    0.08	   -2.16	   16.34	   -4.13	    6.02	    2.40	
    5.53	   -1.30	    4.49	   -0.24	   -2.74	    4.01	   -1.10	   -0.53	    2.98	   -0.75	    8.50	
   -0.27	    0.25	    1.25	   -7.14	   -0.84	    2.31	    2.40	   -6.84	    4.27	   -3.33	   -3.58	
   -0.53	   -1.00	    0.17	   -0.90	   -4.05	   -1.94	   -0.03	    2.80	   -0.30	    1.12	   -0.70	
   -0.24	   -5.79	   -1.70	  -17.63	   -0.93	    5.54	    0.28	   11.86	   -3.10	   -0.78	   -3.14	
   -1.95	    8.59	   -2.54	   -4.06	    1.81	   -2.08	    5.76	   10.74	   -2.07	    2.11	    7.76	
   -0.29	    1.32	   -1.30	   -1.76	    1.34	    5.00	  -13.59	  -11.99	   -1.29	   -5.41	   12.43	
    3.24	    3.01	   -0.85	   -0.25	    0.12	    8.61	    1.47	  -20.09	   -4.19	   -0.73	   -3.08	
    0.67	   -1.17	    4.38	    0.43	    1.77	    5.27	  -12.16	   -4.84	    1.50	    1.24	   -0.76	
    1.24	   -0.76	    0.76	    0.99	   -4.21	    2.95	    6.90	   -7.77	    2.14	   -6.27	    2.60	
   -4.99	    1.25	   -2.28	   -3.72	   -0.52	    6.00	   -5.41	   -5.59	   -2.99	   -0.72	    1.81	
    8.37	   -1.63	   -0.87	    3.17	   -0.77	    1.38	   -3.31	   -5.61	   -4.09	    0.00	    2.42	
   -4.76	    2.02	    3.86	   -5.02	    0.74	    0.52	    0.84	    0.21	   -5.68	    6.57	   -2.36	
   -2.64	    1.46	    0.62	    2.25	    0.30	    8.28	   -1.20	    8.57	   -5.49	   -2.91	    0.65	
   -0.26	    3.84	   -1.63	   -1.76	    6.55	    2.00	   -0.58	    5.17	   -3.00	    1.92	    2.91	
    1.22	   -4.56	    0.87	   -0.45	   -1.58	    0.12	   -4.47	    9.91	   -0.25	    3.03	   -3.34	
    0.05	   -0.05	   -2.21	    0.94	   -0.19	   -0.16	   -0.72	    5.77	    3.52	    4.98	    4.75	
    0.84	   10.95	    2.39	   -2.15	   -1.13	    1.59	    5.31	   -3.62	    0.31	    0.80	    2.43	
    2.71	   -7.00	    0.38	    2.87	    2.75	   -1.69	   -3.04	   -4.12	   -2.78	    5.42	    2.33	
    9.02	   -2.12	   -2.86	   -3.41	    5.48	    3.23	    0.61	   16.61	   -0.62	    3.31	    4.27	
   -2.58	   -0.42	   -8.50	    4.62	   -2.83	   -3.58	    5.30	    3.29	   -0.80	   -2.57	   -2.67	
    6.25	    3.55	   -3.76	    3.94	    0.63	   -1.58	   -1.88	   -2.15	    0.06	   -2.28	   -2.89	
    6.28	   -4.77	   -0.72	    3.37	   -1.86	   -1.66	   -8.19	    6.30	    2.47	    3.61	   29.07	
   12.68	   -4.17	    2.17	  -12.13	   11.86	   -8.44	   -5.44	    9.25	   -5.03	    0.00	   -3.61	
    4.89	    5.93	    0.00	    1.00	   -3.96	   -3.09	    2.13	   -4.17	    2.17	   -8.94	    6.31	
    4.54	   -2.59	    0.18	    4.21	   -2.15	   -1.85	    3.19	   -0.32	   -0.37	   -3.43	   -1.59	
    6.67	   -6.69	   -3.38	   -3.57	   -3.92	   18.24	    0.00	    5.58	   -1.37	   -2.95	   -4.84	
   -2.21	   -2.76	    2.97	   -6.02	   -0.40	    1.94	    0.26	   -1.97	   -1.34	    8.60	    2.06	
   -3.63	    2.29	   -0.64	    0.48	   -1.44	    1.14	    3.38	    3.58	   -0.45	   -0.15	    3.32	
    2.86	    2.95	    3.04	    0.49	   -0.33	   -1.80	    2.33	    6.02	   -0.92	   -3.56	    0.80	
    4.47	   -3.62	    0.68	   -0.51	   -1.53	   -2.60	    1.95	   -2.61	   -3.58	    0.74	    3.13	
   -0.60	   -0.87	    0.00	    0.19	    0.57	    0.34	   -7.13	   -1.42	   -5.57	   -2.45	    2.10	
   -0.57	   -5.79	    5.58	    2.45	   -0.49	   -1.27	    1.93	    3.82	   -2.90	   -3.51	   -1.05	
    0.87	    5.74	   -0.79	   -1.48	    2.38	   -4.54	   -4.65	   -4.05	    0.20	    2.22	   -0.15	
   -1.46	   -0.83	    0.67	   -0.33	    1.16	    1.31	   -4.53	   -1.78	   -7.68	    2.06	    0.09	
    0.17	   -0.70	   -2.37	    3.15	    0.79	    2.34	    5.84	    1.92	   -2.59	   -0.89	   -1.46	
   -1.74	    1.58	    0.73	    3.01	   -0.27	    2.30	    9.01	   -9.30	    0.70	   -0.96	    1.32	
   -0.53	   -2.66	    3.17	   -0.74	    0.21	   -0.75	   -1.18	   10.42	   -0.20	   -2.17	    1.01	
    0.30	   -1.60	    4.16	   -2.82	    1.30	    1.88	    2.04	    7.04	   -3.73	    1.29	    0.09	
   -5.63	   -1.51	    7.94	    1.87	    0.30	   -0.27	    6.42	   -1.25	    5.17	   -4.25	    8.99	
   -0.83	   -3.00	   -0.48	    6.98	    5.94	    3.58	   22.15	    1.16	    1.15	  -10.88	   -3.86	
    5.37	    1.00	    3.47	   -1.22	    6.35	    3.25	    4.29	  -11.92	    0.90	   -0.21	    0.04	
   -4.91	   -4.13	    1.23	    2.81	   -1.72	   -2.86	    5.65	    1.83	   -1.90	   -1.79	   -4.33	
    4.14	   -0.51	    3.35	    5.18	   -2.38	    0.87	    0.05	    1.17	   -2.67	   -1.92	   -2.28	
   -1.59	   19.35	  -13.24	   -0.93	  -21.07	   10.76	   69.06	  -33.40	  -14.38	  -12.69	    9.83	
   -1.98	    1.35	    0.00	    0.00	   13.95	   -3.21	    7.53	  -17.93	   -6.83	    4.03	    1.41	
    2.66	    2.59	    2.53	    3.87	    8.47	    5.62	    2.07	  -19.13	    4.66	    3.08	   -4.32	
    3.14	   -1.23	    1.68	   -3.86	    2.99	    3.37	    1.47	    0.59	   -1.06	    1.01	   -0.41	
    1.22	   -0.51	    0.35	    0.47	   -1.58	    2.37	   -1.25	   -0.06	   -3.55	   -0.10	   -2.86	
   -0.10	   -2.86	    0.20	   -5.03	   -0.60	    3.72	    7.63	   -0.45	   -0.06	   -0.52	    2.07	
   -0.55	   -2.20	   29.21	   20.22	   -2.53	   -4.08	   -6.38	   20.04	   12.74	   11.15	  -14.01	
    2.62	   -5.38	   -0.45	  -10.08	   -4.01	   -1.57	   -8.14	   10.21	   -1.92	   -3.39	   -3.14	
   -2.93	    8.04	   -1.40	  -12.74	    8.11	   -9.00	    5.49	   -1.56	    0.53	   -3.16	    1.63	
   -9.58	    4.64	    4.43	    1.21	    5.99	   -5.08	   -0.60	    1.80	   -1.18	   -1.19	    6.02	
   -2.75	   -9.68	    2.23	   -2.18	    0.00	  -20.54	    0.00	   15.17	   -2.93	    8.04	   -1.40	
  -18.55	   65.35	  -10.18	  -10.33	  -15.61	    0.44	   28.07	   -7.53	  -13.70	    0.43	   -0.85	
    0.44	   -4.82	    0.92	   -1.37	   -0.46	    2.33	   -1.82	   -3.70	   -9.13	   -0.53	   91.49	
   11.95	   -9.88	    2.63	    2.99	   -1.24	   -8.40	    2.75	   -7.59	    5.31	    2.75	    1.34	
    2.45	   -2.39	   -2.86	    5.04	    1.60	    0.39	   -4.31	   -2.05	   -2.51	   -3.00	    2.65	
    1.22	    6.02	    1.70	    2.79	   -2.72	   -1.68	    0.00	    3.41	    3.85	    2.12	   -2.07	
    0.00	   -1.59	    1.08	    4.26	   -1.53	    3.63	   14.00	   -4.82	    4.15	   -1.77	    0.00	
    0.16	   -0.31	    0.00	    1.82	   -0.61	    0.41	   -1.18	   -0.72	   -1.20	   -0.16	   -1.80	
   -0.10	    3.35	    1.12	   -0.70	    1.46	    0.60	   -0.05	   -0.10	    0.74	   -0.15	    0.15	
   -0.11	    0.87	    0.00	    0.43	    0.97	   -0.53	    2.94	   -3.12	    1.93	    0.42	   -0.68	
    5.51	   -0.39	   -0.45	    2.41	   -0.98	   -1.22	    0.22	   -0.95	    1.13	    2.51	   -0.87	
   -0.81	   -8.12	    7.71	   -2.86	   -3.29	    0.29	   -0.06	    5.67	    1.11	   -2.13	    0.17	
   -3.83	   -0.80	   -0.40	  -15.52	    1.67	   -5.16	   -7.67	  -10.46	    1.80	    3.82	   16.15	
   -5.09	  -13.40	    5.88	    7.60	    7.34	   -6.84	   18.75	    4.81	    8.08	   -6.87	   -4.12	
    7.60	   -1.86	    4.17	   -6.36	    4.85	    1.85	    5.45	   -3.45	    0.00	   16.07	   21.54	
   -6.36	   -0.61	   -4.94	    0.41	   -0.12	   -0.87	    1.12	    5.46	   -0.44	   -0.17	   -5.60	
    1.12	    9.05	   -3.37	    1.88	    1.79	   -0.69	    1.18	    0.27	   -1.33	   -2.96	   -3.05	
   -0.32	    1.55	   -5.02	   -0.99	   -3.45	    1.62	    3.11	    0.35	   -0.56	   -0.49	   -3.17	
    2.85	   -2.74	   -0.36	   -0.68	   -1.56	    3.40	    1.55	   -5.16	   -2.58	   -1.10	    0.32	
   -0.68	    0.86	    2.90	    0.44	   -1.60	   -3.86	   -1.05	    7.81	   -2.23	   -0.78	   -4.38	
   -7.38	   -1.34	    0.65	    3.40	   -5.59	   10.39	    1.97	    1.69	   -2.59	   -6.19	    5.16	
