        	        	        	        	        	        	EARNINGS	        	        	        	        	
    0.48	    4.73	    1.35	    2.99	    2.22	   -3.47	   -2.22	   -3.19	   -2.32	   -3.96	   -1.93	
   -0.49	   -0.49	    2.44	    0.88	    5.37	    6.83	    2.15	    2.15	    1.85	    1.46	    3.90	
  -33.82	  -52.57	  -58.82	  -59.57	  -66.18	  -63.97	  -66.30	  -70.60	  -74.26	  -73.53	  -68.02	
   -9.74	  -12.99	   -3.90	    3.90	  -22.73	   -5.52	  -12.01	   -9.09	  -18.83	  -16.56	  -17.21	
    2.56	    2.00	   -0.16	   -1.52	    4.39	    0.80	    4.71	    3.27	    5.03	    6.15	    7.67	
   -0.68	    1.28	    2.39	    2.56	    4.09	    4.09	    5.54	   11.16	   12.78	    9.37	    5.71	
    1.12	   -1.56	   -1.64	    3.79	    6.10	    5.95	    1.71	   -1.64	   -1.86	   -0.59	    0.59	
   -1.21	   -3.64	   -8.48	   -9.70	  -15.15	  -15.15	   -7.88	   -1.82	    0.00	   -1.21	    1.82	
    0.79	   -3.94	    0.00	   -0.79	    1.57	    2.36	   10.24	    7.87	   10.24	    9.45	    7.09	
   -4.76	    3.57	   -1.79	   -2.38	    0.60	    3.57	    3.57	  -29.17	  -28.57	  -28.57	  -27.98	
    1.23	    4.05	   -3.70	   -4.40	   -1.58	    2.46	    0.88	    2.46	   -1.06	   -4.93	   -2.64	
    2.12	    3.30	    4.72	    7.55	    8.73	   14.15	   27.12	   36.32	   34.67	   31.37	   47.17	
   -2.33	   -1.61	   -0.54	   -2.86	    4.83	    1.43	    1.61	   -1.07	   -3.58	   -8.05	   -9.30	
    6.56	    7.38	    9.02	   18.03	   24.59	   21.31	   10.66	    9.84	   -0.82	    0.00	    0.00	
    9.52	    9.52	   10.88	    8.84	    3.40	    2.04	  -11.56	   -4.76	  -10.20	  -12.24	  -14.97	
   11.39	   22.78	   18.99	   27.22	    0.00	    0.00	   -6.96	    1.90	    1.90	    3.16	    1.27	
    0.49	    0.24	    4.63	    2.20	    2.44	    2.93	    4.39	   10.98	   10.98	    7.80	    7.32	
   -0.92	    1.15	    1.62	    1.62	   -0.92	    1.39	   -1.62	   -4.16	   -6.47	   -5.54	   -6.00	
   -0.63	   -3.34	   -2.51	   -4.80	   -6.05	   -3.13	   -2.71	   -5.22	   -9.39	   -8.56	  -10.65	
   -3.63	   -3.55	   -3.43	   -6.90	   -4.56	   -2.28	   -1.27	    3.89	    3.13	    4.19	    4.14	
    0.47	   -1.05	   -0.35	    1.75	    0.97	    2.34	    0.62	   13.95	   17.30	   20.27	   22.02	
    2.13	    2.97	    2.16	    0.45	    1.10	    1.19	    7.97	    5.48	    5.87	    6.90	    8.13	
   -2.64	   -2.64	   -2.97	    0.66	   -0.99	   -2.31	    0.99	    4.29	    7.59	    6.27	    6.60	
    9.91	    8.67	    7.43	    5.26	    6.50	   13.93	   20.12	   33.13	   30.03	   30.96	   27.86	
    1.20	    2.40	    3.12	   -3.12	   -3.84	   -0.96	   13.91	    7.91	    8.87	    9.35	   12.23	
    2.61	    6.96	   17.39	   46.09	   18.26	   35.65	   28.70	   18.26	   24.35	   13.91	   26.09	
   60.71	   47.62	   42.86	   40.48	   23.81	    5.95	   28.57	   38.10	   32.14	   39.29	   36.90	
   -2.59	   -0.86	    4.31	    0.00	   -6.03	   -6.90	   21.55	   15.52	    5.17	    6.03	   18.97	
  -11.43	  -20.00	  -28.57	   -4.00	  -13.14	   -2.86	  -20.00	  -21.14	  -21.14	  -18.86	  -14.29	
    8.39	   11.19	   -0.70	    0.70	    2.80	    7.69	    6.29	    6.99	   15.38	   18.88	   58.04	
    3.23	  -34.19	  -27.74	  -44.52	  -40.00	  -34.84	  -32.90	  -27.74	  -18.71	  -16.77	  -21.29	
  -10.54	  -15.30	  -17.86	  -15.74	  -14.93	   -9.08	   -8.35	   -3.44	   -4.54	  -11.79	  -14.28	
   -4.80	   -3.54	   -0.87	   -6.85	   -4.41	   -2.05	   -3.23	  -25.41	  -28.40	  -30.37	  -28.40	
   -0.69	   -1.52	   -4.97	   -4.41	   -2.21	    0.69	   -4.55	  -22.76	  -21.93	  -19.86	  -14.90	
    2.92	    2.59	    0.16	   -8.59	   -5.35	   -5.51	   -8.10	  -13.13	  -14.91	  -12.97	  -15.07	
    2.29	   -0.19	    3.43	    5.71	    5.33	    8.57	   17.52	   15.05	   17.71	   16.57	   21.90	
    4.37	    0.55	   -1.82	    2.91	    0.36	   -1.46	    0.91	   -4.37	   -5.65	   -7.10	  -10.20	
   -1.31	    0.19	   -0.75	    0.56	    0.56	   -0.19	    2.81	   -3.56	    1.87	    1.31	    2.62	
   -2.73	   -5.79	   -0.13	    0.72	   -4.86	   -2.64	   -1.62	   15.04	   15.55	   16.66	   15.51	
    2.05	   -3.90	   -1.97	    7.64	    7.61	    7.72	    7.24	    5.33	    8.79	    8.17	   10.61	
    0.83	    6.44	    2.87	    4.05	    3.77	    6.51	   10.69	   11.52	   19.69	   13.25	   23.94	
    5.25	    5.90	    7.54	    7.21	   12.46	  -26.23	  -27.87	  -40.98	  -43.61	  -46.23	  -45.90	
   -2.09	    9.95	    8.90	    2.09	    4.71	   20.42	   28.80	   50.79	   53.93	   59.16	   56.02	
    2.23	    4.45	    0.22	   -2.23	    0.22	   -2.00	   -5.35	  -20.94	  -25.61	  -25.61	  -28.29	
    9.32	    9.88	   10.83	   12.00	   14.07	   11.11	    5.47	    0.00	    0.78	    1.73	    3.24	
    3.75	   -2.22	   -2.22	   -2.38	    1.59	    6.50	    0.21	   -5.92	   -7.88	   -7.14	   -6.82	
    2.71	   -1.60	   -0.22	    1.16	    2.38	    3.21	    4.09	    2.27	   -0.06	    2.05	    0.88	
   -1.75	   -0.29	   -5.92	   -3.69	   -6.60	   -5.82	   -5.24	    2.13	   -1.45	   -1.26	   -5.33	
    1.74	    9.81	    7.25	    9.50	   10.62	    8.17	    6.23	    6.23	    7.35	    3.47	    0.31	
   -4.23	   -5.91	    1.34	    5.11	    7.80	   10.08	   12.90	   17.88	   19.15	   21.03	   19.62	
    9.16	    6.24	   10.34	   10.84	   17.53	   15.56	   23.43	    8.37	    8.20	   10.06	   16.35	
   -1.62	   -1.77	   -1.22	   -2.43	    0.25	   -2.58	   -3.55	    0.00	   -0.46	   -1.17	   -2.69	
   -1.04	   -1.32	   -3.40	   -7.47	   -5.77	   -8.60	  -12.38	   -9.83	  -11.44	  -12.19	   -9.45	
   -0.96	   -3.51	   -0.11	   -2.34	   -1.81	   -1.06	    8.40	    2.87	    2.02	   -2.98	   -1.60	
    6.84	    4.02	    1.52	    5.65	    3.04	    3.69	    3.37	    0.65	   -0.87	   -3.80	   -5.32	
    0.79	    1.16	    2.54	    3.47	    7.72	    4.57	    4.71	    7.02	    2.63	   -2.13	   -2.22	
    1.54	   -5.47	   -0.98	    0.23	   -0.23	    4.44	   -0.51	   -3.93	   -7.95	   -3.04	   -4.30	
   -0.80	   -1.43	    1.09	    0.13	    4.08	    0.59	   -0.25	   -7.24	   -7.12	   -6.82	   -4.76	
   -2.01	    2.88	    2.20	    2.29	    5.22	    8.19	    4.53	    7.00	    7.96	    7.73	    8.92	
    1.86	    1.34	    1.29	    2.59	    0.91	   -5.18	   -5.01	   -6.47	   -6.65	   -3.84	   -5.05	
   -0.47	   -0.90	    0.84	    6.43	   12.06	   12.90	   11.56	   23.52	   20.30	   18.53	   19.77	
   -8.79	   -9.58	   -8.23	    0.92	    1.15	    6.53	  -10.23	   -6.76	   -2.69	   -4.89	   -4.23	
    0.69	    3.81	   11.40	    9.82	    7.26	    3.29	   14.24	   17.24	   15.86	   30.91	   30.30	
   -1.08	  -13.44	  -13.44	  -29.03	  -27.42	  -33.33	  -25.27	  -39.25	  -54.84	  -48.39	  -53.23	
  -18.71	  -39.57	  -30.94	  -37.41	  -35.97	  -39.57	  -18.71	  -24.46	  -17.27	  -23.02	  -18.71	
    2.72	    3.17	    5.67	    1.13	   -2.72	   -4.76	  -14.97	  -14.29	  -15.87	  -17.01	  -23.58	
    7.43	   10.86	    6.86	   -8.29	   -5.71	   -8.29	    1.43	   -2.57	    6.00	   10.86	    5.14	
    0.46	   -3.25	   -2.78	   -5.87	   -2.32	   -4.33	  -22.26	  -28.75	  -31.22	  -27.05	  -27.82	
   -3.14	   -6.58	   -4.97	   -7.38	   -7.46	   -6.80	   -8.19	   -6.80	   -5.19	   -4.97	   -8.33	
   -4.60	   -4.60	    3.19	    2.18	    2.18	    5.14	    3.58	    1.25	    0.31	    1.17	   -3.04	
   -0.62	   -1.24	    0.62	    4.09	    5.88	    9.85	   19.01	   27.06	   26.44	   27.49	   28.05	
   -1.12	   -1.56	   -3.96	   -4.25	   -1.66	    7.13	    1.86	    4.40	    2.44	    6.60	    8.21	
   -1.06	   -3.42	   -7.38	    5.79	    8.54	    8.83	   -7.81	   -5.79	   -7.43	  -10.71	   -7.24	
   -0.32	    1.26	   -4.32	    3.85	    4.50	   14.09	    7.24	  -23.04	  -27.84	  -29.79	  -22.39	
    5.08	    3.61	    4.75	    2.13	    1.48	    1.97	    2.95	    3.11	    0.82	    0.98	    3.28	
    5.59	    1.03	    0.44	    2.94	    4.41	    0.15	   -0.74	   10.15	   13.97	   11.76	   14.71	
   -0.62	   -0.93	    0.46	   -0.62	    0.77	    1.86	    5.88	    1.24	   -0.93	   -0.93	   -3.25	
    1.02	   -1.02	    1.52	    0.00	    6.09	    9.64	    8.12	    6.60	    5.08	  475.63	  418.78	
   -1.32	    0.75	    1.22	    0.00	   -0.09	    0.28	   -0.09	   -1.13	   -1.13	   -1.60	   -0.19	
    1.34	    2.40	    2.59	    2.40	    2.88	    0.00	   -3.64	   -3.16	   -3.36	   -2.21	   -0.67	
   -4.92	   -1.61	    0.93	   -2.63	   -3.14	   -1.78	   -1.19	    3.48	    3.90	    2.88	   -1.36	
   -1.30	   -0.81	   -0.89	    1.63	   -0.41	    3.74	    3.33	   -1.95	   -6.67	   -7.56	   -5.20	
   -0.16	   -3.03	   -3.96	   -4.51	   -6.22	   -6.22	   -4.43	    0.23	   -1.63	   -3.57	   -3.26	
  -10.22	  -27.78	  -20.44	  -30.44	  -35.56	  -33.78	  -44.44	  -57.33	  -58.44	  -56.89	  -69.11	
    5.40	   -1.40	   -3.20	   -2.60	   -3.20	  -10.00	  -19.20	  -35.00	  -28.40	  -37.40	  -42.00	
   -6.50	    2.44	    0.81	  -51.22	  -52.85	  -65.85	  -52.85	  -58.54	  -52.85	  -51.22	  -48.78	
    3.19	    5.19	   -0.06	    2.35	    3.09	    4.56	   10.17	   11.50	    9.71	    4.77	    2.25	
   -2.76	   -1.49	   -7.05	   -3.23	   -5.56	   -8.21	   -0.51	    3.14	    2.61	    1.19	   -1.85	
   -3.89	   -5.45	  -10.51	   -7.78	   -0.78	    1.56	    3.89	    0.00	   -2.72	   -3.50	   -6.61	
   -1.26	   -3.36	   -2.52	    0.00	    2.52	    2.94	    4.62	    7.56	    7.56	    3.36	    2.94	
   -1.00	   -1.15	   -2.22	   -1.34	   -0.44	    1.89	    2.66	    2.59	    3.73	    8.79	   10.83	
   -1.40	   -0.74	    0.50	    1.72	    2.58	    1.82	    1.75	   -4.09	   -3.44	   -2.74	   -1.95	
   -0.08	   -0.77	   -0.09	    0.68	    1.81	    0.22	    0.48	    1.64	    4.00	    4.68	    5.46	
    3.31	    8.84	    3.31	    1.66	    1.66	    2.76	    0.55	   -1.10	   -1.66	   -4.42	   -6.08	
    0.37	    0.61	   -3.07	    3.07	    1.84	    0.00	    2.45	    7.98	    6.75	    4.91	   12.88	
    0.23	   -4.32	   -4.77	   -2.27	   -1.14	   -1.14	   -0.91	   -6.82	   -6.82	   -9.09	   -9.32	
   -4.18	   -3.77	   -7.74	  -10.25	   -6.69	   -4.39	   -0.63	   -9.62	  -13.39	  -13.18	  -13.18	
    0.20	    0.00	    7.32	    4.07	    7.52	    8.13	    2.24	    0.61	    5.69	    0.41	   -5.69	
   -3.14	   -4.93	   -6.73	  -22.87	  -19.73	  -18.83	  -20.63	  -27.35	  -31.39	  -16.59	    8.07	
   -1.09	   19.67	   12.57	    9.29	    7.65	    9.29	    9.29	   -1.64	   -1.64	   -3.28	   -4.92	
    8.93	   49.40	   39.88	   29.76	   31.55	   33.33	   34.52	   33.93	   35.71	   33.33	   36.90	
   -4.42	   -1.37	   -2.51	   -3.52	   -0.59	    0.41	   -1.24	   -4.29	   -3.83	   -1.65	    1.14	
   -1.52	    1.59	   -0.05	    2.71	    2.98	    0.96	    1.04	    1.42	    1.54	    2.83	    4.98	
   -1.17	   -1.35	   -1.68	   -2.92	   -2.34	   -1.91	   -1.73	   -1.63	   -2.52	   -1.63	   -5.98	
    1.47	   -7.07	   -8.10	   -7.51	   -8.31	  -10.64	  -12.09	  -12.30	  -16.55	  -17.77	  -16.34	
   -2.21	    1.55	   -1.72	    0.51	    1.90	    0.83	    1.09	    0.53	    2.55	    1.07	    1.70	
  -12.04	  -11.04	  -16.72	  -16.39	  -27.42	  -22.41	  -43.14	  -48.16	  -51.17	  -45.15	  -45.48	
   -5.88	  -31.18	  -25.88	  -20.59	  -24.12	  -23.53	  -26.47	  -23.53	  -23.53	  -29.41	  -21.76	
   -1.03	   -5.38	  -10.00	   -4.87	   -4.62	   -6.15	  -23.59	  -30.51	  -31.03	  -23.33	  -32.56	
   -1.98	   -2.97	   -3.71	    5.45	    9.16	    5.69	    2.72	   -6.93	   -9.65	   -7.43	   -3.47	
    9.07	   18.13	    4.40	   -3.02	    0.27	    3.85	   11.81	   11.26	   10.00	   11.54	   10.71	
    2.77	    3.88	   -3.05	    1.39	    4.43	    4.16	   -5.82	   -0.83	    2.22	    1.39	    1.39	
    1.81	    0.49	    2.12	    1.29	    4.19	    5.41	    5.76	   -0.64	   -1.24	   -0.45	   -3.52	
    0.35	    0.89	    0.76	    0.35	    1.61	    4.56	    3.57	   -0.11	   -0.67	    0.21	    2.14	
    1.16	    0.28	    1.05	    1.62	    2.08	    4.64	    4.76	    1.97	    0.64	   -2.42	   -2.08	
    3.05	    2.99	    2.76	    2.84	    3.34	    4.55	    4.34	    6.73	    5.39	    4.36	    6.86	
   -0.82	    0.61	    0.60	    0.32	    4.55	    6.34	    9.68	    7.64	    5.15	    5.36	    9.20	
    2.72	    3.84	    9.18	    8.72	    6.00	   -2.81	    3.09	    3.56	    4.59	    4.69	    6.09	
    4.26	    5.58	    5.08	    8.32	    9.24	    2.94	    7.51	   21.73	   20.71	   21.83	   21.12	
   -2.06	   -2.85	   -1.37	    1.37	    3.83	   -1.57	    5.50	    0.39	    2.94	    4.71	    5.40	
   -4.07	   -9.70	  -10.73	  -11.31	   -7.52	   -1.32	    1.23	    7.69	   17.64	   19.70	   20.23	
    0.53	    4.97	   -0.91	   -0.16	    1.01	    3.26	    0.11	    9.93	    9.29	   10.36	   11.80	
    0.41	    2.61	    3.02	    4.39	    7.09	   18.48	   15.74	   10.70	    9.74	    9.01	    6.45	
    2.28	    2.86	    2.63	    8.52	    9.22	    9.89	   11.31	   20.70	   22.06	   20.56	   20.80	
   -1.89	   -2.30	   -1.11	   -1.61	    1.97	    0.02	   -0.97	    1.07	    1.48	    5.81	    6.72	
    0.52	    1.50	    3.92	    4.37	    3.42	    4.40	    4.91	    4.81	    7.49	    8.13	   10.37	
    1.17	    0.22	    2.39	    1.85	    0.35	    3.07	    4.33	    8.19	    7.84	    7.49	    3.72	
   -1.64	    0.11	   -5.82	   -3.06	   -5.46	   -8.67	   -0.25	    2.45	    0.78	   -2.59	   -5.68	
    3.94	    6.70	    2.44	    6.29	    6.52	    6.85	    9.93	   10.11	    7.79	    5.00	    1.97	
    0.00	    0.00	   -6.49	   -5.19	  -11.69	   -5.19	   -5.19	    0.00	   -7.79	   22.08	   22.08	
   27.94	   35.29	   61.76	   50.00	   55.88	   50.00	   63.24	   66.18	   52.94	   57.35	   26.47	
    4.26	    0.00	   10.64	    1.06	   -4.26	   -3.19	   -3.19	   -3.19	    2.13	    4.26	   20.21	
    0.09	   -1.33	   -2.57	   -1.99	    0.44	    1.51	    3.82	   -0.75	    0.15	   -1.52	   -1.20	
    0.17	   -1.34	   -1.31	   -1.60	   -1.41	   -0.77	    2.16	    0.86	    1.53	    1.43	    4.52	
   -1.26	    0.07	   -0.03	    1.39	   -0.03	   -2.94	   -0.73	    2.31	    4.84	    7.87	    8.18	
   -3.79	   -2.66	    1.26	   -1.33	    5.25	    7.78	    3.06	   -3.79	   -5.85	   -7.65	   -6.58	
   -1.65	   -0.87	   -6.68	    0.52	    8.59	    8.24	   12.23	   26.11	   31.14	   25.50	   27.06	
   -3.65	   -2.28	   -1.50	    3.19	    4.49	    0.65	   -0.78	    5.14	    2.99	   -4.69	    5.99	
   -3.23	   -0.06	    1.29	   -0.65	    0.39	    0.77	   -2.26	   -0.65	   -2.26	   -0.97	   -0.65	
   -1.09	   -1.09	   -1.43	    0.07	   -0.27	    1.84	    1.22	    1.84	    1.97	    2.65	    3.67	
   -1.91	   -4.24	    2.74	    3.20	    5.27	   15.60	   22.57	   16.01	   10.90	    9.25	    4.80	
    0.86	   -0.37	   -0.53	    0.66	   -5.32	   -4.22	  -15.11	  -14.86	  -12.78	  -24.90	  -18.10	
   -6.14	   -0.17	   10.49	    7.72	    2.81	    5.58	    0.68	   14.02	    4.09	    4.99	    3.71	
   -5.20	    1.04	   -2.08	   -9.66	  -10.55	  -10.40	    0.15	    4.90	    6.24	   -1.93	   -0.15	
   -2.22	    4.15	  -16.60	  -10.12	  -21.83	  -22.85	  -18.76	  -14.55	  -23.82	  -15.58	  -19.04	
   -3.85	    0.73	    3.92	   -5.25	   -9.50	   -9.63	  -20.47	  -25.91	  -34.42	  -19.80	  -48.44	
    0.34	   -1.70	   -4.92	   -2.55	   -2.72	   -2.38	   -7.47	  -11.88	  -11.71	  -11.71	  -13.75	
   -4.70	   -6.85	   -8.22	   -6.46	    0.20	    0.98	    1.96	    8.61	    9.59	   13.89	   15.46	
    0.00	   -1.21	   -0.40	   -2.01	   -3.02	   -4.63	   -0.40	    0.00	    8.45	    4.43	    2.62	
   -1.13	    0.28	    0.00	    0.71	    0.42	    2.05	    1.91	    0.14	  -10.10	   -5.08	   -2.90	
  -10.23	   -5.22	   -3.03	   -4.87	   -4.58	   -4.30	   -7.19	   -8.25	   -8.67	   -7.33	   -7.55	
   -0.52	   -0.52	    4.64	    3.59	    3.74	    1.20	    1.12	    2.54	    2.02	   -1.80	   -1.27	
   -3.35	   -8.51	   -4.90	   -1.80	   -5.93	   -4.64	   -4.64	    5.15	    3.61	    3.87	   13.92	
    2.49	    0.80	    1.88	    1.87	    0.37	    0.62	    4.10	    0.16	    0.42	    3.98	    0.72	
   -1.50	   -3.22	   -6.41	   -7.07	   -3.87	   -0.07	   -1.01	   -0.62	    0.28	   -0.33	   -1.79	
    3.27	   -3.93	  -10.64	  -10.47	  -12.93	  -18.99	   10.64	   15.71	   17.02	   24.22	   33.55	
    8.76	    8.90	    7.17	    6.37	   17.66	    7.97	   10.09	    6.64	    9.16	   17.13	   30.41	
   -4.07	    1.21	   -7.49	  -15.53	  -24.34	  -26.10	  -20.15	  -28.52	  -25.44	  -16.52	   -6.06	
   -2.27	   -8.99	   -7.78	   -7.38	   -9.79	  -12.28	   -8.62	  -10.63	   -9.24	   -9.02	   -9.61	
    6.01	    7.74	    4.31	    9.81	   12.01	   10.32	   10.74	   11.59	   14.97	   10.45	   11.38	
    3.11	   -2.71	   -0.50	    4.11	    3.61	   11.33	   44.03	   29.99	   44.43	   58.68	   44.53	
   17.60	   18.73	    7.19	   11.35	    0.47	    1.61	    0.85	    1.99	   -3.22	   -7.19	   -6.53	
   -3.77	    0.25	    0.45	   -0.50	    0.80	    0.85	    0.00	    0.00	    0.35	    0.45	    0.40	
    9.55	   12.92	   11.80	   15.17	   26.40	   27.53	   22.47	   79.78	   96.63	   87.64	  112.92	
    0.54	    5.43	    2.72	   -0.54	    9.78	    5.98	    7.07	    0.00	    4.89	   -4.89	    7.61	
    1.40	   -5.58	   -2.33	    1.86	   11.63	   12.09	   20.47	   -4.65	    0.00	    0.93	    1.40	
    1.24	   -2.48	   -9.09	   -9.50	  -13.64	  -14.88	  -15.70	  -12.40	  -14.46	  -16.53	  -26.45	
   -7.27	  -10.30	   -0.61	    0.61	    3.64	    1.21	   -4.85	   -0.61	   -1.82	   -7.88	  -11.52	
    0.95	    0.05	   -0.43	   -2.48	   -3.01	    0.36	   -4.51	    2.60	    1.77	   -1.34	   -2.34	
   -2.62	   -2.78	   -7.81	   -0.76	   10.19	    8.81	    6.16	   -8.57	   -7.57	   -6.65	   -5.43	
   -5.68	   -3.67	   -7.37	   -8.99	  -10.68	   -6.47	   -3.87	   -6.03	   -5.37	   -7.52	  -10.34	
    6.22	    2.79	    4.80	    8.29	    5.88	    5.44	    7.91	    8.55	    5.50	    5.22	    4.73	
   -2.29	   -2.68	   -9.61	   -7.69	   -9.24	   -9.78	   -4.95	   -6.23	   -4.11	   -6.55	   -9.63	
    6.90	   -3.45	  -10.34	   -6.90	   -6.90	  -17.24	  -24.14	   -6.90	  -10.34	    0.00	    4.83	
   -0.09	    1.27	    4.96	    4.39	    4.48	    1.43	    0.27	   14.31	   14.83	    6.66	   17.32	
   -0.53	   -5.18	   -8.07	  -16.30	  -16.00	  -19.70	  -21.98	  -19.21	  -18.69	  -21.05	  -18.77	
    1.59	    0.00	    1.59	    0.00	   -3.17	    0.00	   -4.44	  -11.90	   -8.73	  -13.49	  -15.08	
    1.44	    1.44	   -3.60	   -5.04	    3.60	    0.72	   -1.44	   -5.76	   -2.16	   -2.16	   -5.76	
   -2.14	   -6.43	   -2.86	   -2.86	   -6.43	   -1.57	   -7.14	  -10.29	   -9.29	  -10.00	   -9.29	
    2.49	   -2.23	    3.44	    2.19	    2.79	    2.23	    1.51	    1.25	    0.87	   -1.66	    0.72	
    1.25	   -4.94	   -0.61	   -1.03	   -5.89	    0.19	    2.81	    1.97	   -1.41	   -3.46	   -1.29	
   -0.15	    3.75	   -6.22	   -5.80	   -3.83	   -5.36	   -9.76	   -3.28	    0.17	    1.60	    2.82	
   -6.64	   -5.41	   -7.23	   -9.07	   -6.17	   -0.52	   -4.86	   -7.01	   -8.35	   -6.26	   -2.80	
   -2.78	   -3.70	    6.02	    7.41	   40.28	   13.89	    0.00	   12.04	   14.81	   12.50	   26.39	
   -3.34	  -11.85	  -17.02	  -28.88	  -28.27	  -26.14	  -33.74	  -29.18	  -27.36	  -24.62	  -21.28	
  -17.31	  -39.84	  -42.86	  -38.74	  -39.01	  -31.87	  -34.07	  -31.32	  -12.36	   -3.30	   -6.87	
   -2.39	   13.88	    7.18	    7.66	   12.44	   11.96	   17.70	   25.36	   22.49	   27.27	   21.53	
   -8.41	   -3.74	    1.40	    4.67	    8.41	   14.02	   16.36	   -0.93	   -3.27	   -8.88	  -11.21	
    2.77	    1.58	   -1.98	   -1.19	    2.37	    9.09	    8.30	   23.72	   22.13	   35.57	   38.34	
   -2.83	   -4.36	   -2.55	   -2.83	   -3.63	   -2.78	   -4.87	   -2.83	   -1.02	   -0.96	    0.74	
    0.53	   -2.17	    0.06	    0.88	   -1.52	   -1.70	    0.41	   -0.88	   -2.17	   -5.09	   -2.05	
    3.15	    0.95	    2.74	    4.16	    4.22	    3.03	    6.07	   -2.91	   -0.18	   -1.31	   -2.56	
    1.81	    5.88	    7.24	    7.69	    9.50	    5.88	    2.26	    0.45	    1.81	    2.26	    0.90	
    4.85	    4.41	    4.85	    4.85	    9.25	   10.57	   10.57	   14.10	   13.22	   12.78	   14.98	
   -5.13	   -2.99	   -2.14	   -2.99	   -2.99	   -1.28	   -1.71	   -5.98	   -5.13	   -5.13	    0.43	
    0.76	    0.30	    4.23	    3.48	    8.01	   10.66	   14.74	   27.89	   23.73	   24.94	   30.46	
    1.74	   -0.10	   -0.34	   -1.59	   -0.92	   -0.10	    1.06	   -1.35	    6.08	    8.39	    8.44	
    2.73	    6.02	   19.92	    8.27	   15.88	   11.28	   22.93	   26.88	   23.87	   24.91	   25.47	
    1.08	    1.62	    1.35	   -0.27	    0.81	    1.89	   12.94	    5.93	    9.70	    9.97	    9.70	
   -5.94	   -2.48	   -4.46	   -7.18	  -13.12	   -9.90	   -9.65	  -17.72	  -19.55	  -21.29	  -23.51	
    2.78	    2.67	   -2.22	   -0.28	    4.44	    1.39	   -4.17	   -0.56	   -0.56	   -0.83	   -0.28	
    1.60	    5.53	    6.14	    6.43	    8.03	    6.72	    6.32	    8.25	    8.83	   10.91	   10.80	
    4.13	   -3.38	   -0.78	   -0.07	   -2.80	   -2.15	   -1.63	    8.39	   10.18	   13.39	   11.31	
   -1.52	   -6.46	   -7.47	   -8.40	   -8.56	   -6.50	   -6.69	    4.79	    8.05	   11.13	   10.86	
    0.23	    3.20	    4.98	    3.85	    6.06	    5.55	    5.57	    8.65	    8.73	   12.65	   13.97	
   -0.63	    1.57	    1.19	    2.88	    5.68	    4.19	    6.72	    5.39	    7.65	    8.80	    8.95	
   -2.68	   -2.03	   -1.18	   -0.53	    0.84	    3.25	    3.14	    4.88	    7.32	    4.69	    3.41	
    1.54	    2.72	    5.72	    6.08	    6.08	    5.17	    6.99	    5.08	    6.35	    9.26	    7.99	
    3.07	    1.59	    9.78	   10.35	    8.53	   14.11	   18.43	   21.16	   19.23	   22.98	   21.62	
    1.47	    0.00	    1.18	    0.88	    0.88	    0.00	   -0.59	   -3.53	   -4.71	   -5.88	   -5.88	
    1.49	    0.00	    1.49	   -0.60	   -1.19	    1.19	    1.19	    0.60	    0.60	   -1.49	   -1.49	
   -6.40	   -8.95	   -6.32	  -13.57	   -8.76	   -3.37	    8.01	    5.48	    2.34	    2.61	    1.77	
   -3.51	   -1.97	   -0.27	   -0.02	   -3.62	   -1.80	   -0.79	   -6.90	   -8.32	  -10.60	  -11.67	
   -2.85	    1.73	   -3.38	    0.71	   -3.28	   -3.24	   -0.57	   -7.63	  -10.05	  -10.91	   -7.80	
   -0.29	   -0.29	   -0.59	   -0.44	   -1.47	   -0.29	    1.17	   -0.29	   -0.59	   -9.38	   -6.16	
    8.31	    9.87	    9.40	    9.87	   10.19	   10.66	   11.13	    7.99	    1.57	   -1.41	   -4.70	
    1.77	    9.41	    4.86	    8.53	    4.23	    6.13	    6.82	    2.78	    7.39	    4.55	   12.63	
   -2.22	   -0.30	   -5.08	   -8.33	   -7.52	   -8.33	  -10.76	  -14.40	  -13.46	  -10.17	   -9.40	
    4.88	    3.70	    8.81	   10.99	   14.30	   24.40	   26.30	   20.98	   17.72	   23.39	   27.31	
    3.37	    2.61	    2.15	    6.29	   10.12	    4.45	    5.21	    5.06	    3.37	    3.83	   -0.61	
    3.58	    7.01	    4.98	   10.44	    8.10	   14.33	   19.00	   13.40	   12.15	   11.37	   12.93	
    4.57	    9.54	    2.82	    4.30	    1.34	    0.40	    4.97	   -2.69	   -4.03	   -5.11	   -0.94	
   -0.75	    1.88	    4.89	   -2.63	   -2.63	   -6.39	    8.65	   15.79	   10.15	    6.39	    3.01	
    0.25	    2.78	   -2.78	   10.10	   11.36	   13.89	   15.40	   39.39	   38.64	   33.84	   34.34	
   10.87	   12.32	   15.22	   11.23	   18.84	   15.94	   14.86	   31.16	   34.42	   36.59	   33.70	
    0.91	    0.61	   -3.20	   -3.65	    5.33	    4.26	   13.39	   25.42	   25.42	   29.22	   33.49	
   -2.37	   -1.78	   -0.95	    1.90	    2.61	    3.44	    0.59	   28.83	   29.89	   34.05	   47.09	
   -0.98	   -0.82	    1.63	    6.37	    4.58	    2.12	    7.35	    8.33	   11.27	    8.33	   12.75	
    1.91	   -4.04	    2.06	    1.98	    1.69	    1.98	    1.69	    1.62	   -1.91	   -1.84	   -1.17	
