        	        	        	        	        	        	EARNINGS	        	        	        	        	
    2.89	   -0.28	   -1.69	    2.01	    1.40	   -1.94	    0.56	    7.87	   -1.04	   -1.05	    1.06	
    0.80	    2.49	    3.00	    1.01	    6.97	   -3.95	    1.21	   -2.63	    0.25	   -0.49	   -1.97	
   -4.91	   -4.13	    1.23	    2.81	   -1.72	   -2.86	    5.65	    1.83	   -1.90	   -1.79	   -4.33	
    4.14	   -0.51	    3.35	    5.18	   -2.38	    0.87	    0.05	    1.17	   -2.67	   -1.92	   -2.28	
   -0.53	   -2.66	    3.17	   -0.74	    0.21	   -0.75	   -1.18	   10.42	   -0.20	   -2.17	    1.01	
    0.30	   -1.60	    4.16	   -2.82	    1.30	    1.88	    2.04	    7.04	   -3.73	    1.29	    0.09	
    3.59	    0.93	    1.45	    2.60	   -0.89	    0.38	    2.17	  -23.35	   -2.77	   -0.67	   -2.36	
   -1.39	   -3.08	    5.29	    0.75	    2.62	    1.82	   -2.63	  -17.89	   -0.15	   -2.09	   -0.61	
   -0.61	   -2.46	    0.31	    3.30	    0.91	    2.26	    2.36	    7.63	   -5.88	    2.27	    1.39	
   -2.94	    0.05	   -0.19	    0.43	   -3.59	   -2.33	    0.36	   -0.35	    0.10	   -3.30	   -0.47	
    2.25	    3.88	    6.36	    1.00	   -3.39	    4.33	    0.19	   -2.51	   -3.44	   -3.61	    0.46	
   -4.82	    1.81	   -3.30	    2.01	    1.49	    1.83	   -3.44	   -0.96	    2.20	   -0.53	    3.01	
    3.57	    2.07	    3.38	   -1.96	   -5.11	    3.04	   -2.50	   -2.80	    0.00	    2.88	   -3.03	
   -3.29	    2.09	    7.44	   -0.48	   -2.40	   -3.19	    5.84	    1.44	   -0.47	   -1.90	   -1.69	
   -0.27	   -0.32	   -0.48	    0.00	   -0.70	    1.63	    2.83	   -1.14	   -0.05	   -0.37	    0.00	
    4.47	   -4.07	    2.52	   -0.20	   -2.10	   -0.26	   -0.26	    0.58	    0.21	   -0.10	   -0.37	
   -0.81	   -8.12	    7.71	   -2.86	   -3.29	    0.29	   -0.06	    5.67	    1.11	   -2.13	    0.17	
    5.51	   -0.39	   -0.45	    2.41	   -0.98	   -1.22	    0.22	   -0.95	    1.13	    2.51	   -0.87	
   -2.62	    1.40	   -3.34	    1.19	    0.59	   -4.22	    6.24	    5.30	    0.66	   -3.91	   -1.92	
    4.26	    4.62	   -3.49	    1.38	   -0.21	    1.05	   -0.83	   -2.31	   -0.97	   -3.58	   -1.91	
    4.91	    0.91	   -3.39	   -0.94	   -0.83	    0.72	    0.59	   -1.06	    4.88	    1.70	    0.33	
    0.27	   -6.84	    3.00	    0.61	    2.59	   -1.00	    6.68	   -1.14	   -0.66	   -0.43	   -1.80	
    1.21	    7.53	   -2.36	   -0.35	    3.61	   -3.01	   -1.78	    2.19	   -1.75	   -2.09	   -3.05	
    1.37	   -1.15	   -2.74	    5.46	   -5.74	   -0.06	    3.92	    6.45	   -2.10	   -1.73	   -2.30	
    5.41	   -3.27	   -0.70	    0.37	    1.46	   -2.73	    0.20	    1.19	   -1.54	   -4.75	    3.07	
    3.31	    5.35	   -5.08	   -1.60	    0.00	    1.09	   -2.15	   -1.65	   -0.56	   -2.81	   -1.73	
    0.37	    0.24	   -3.66	    6.33	   -1.19	   -1.81	    2.45	    5.39	   -1.14	   -1.72	    7.60	
    3.66	   -4.24	    2.70	    0.48	    0.95	    0.94	    0.47	   -0.23	   -3.03	    0.24	   -2.88	
   -2.44	   -5.01	    2.37	   -1.03	    1.82	    0.26	    7.65	   -0.95	    2.39	   -1.40	   -1.18	
   -1.64	    1.78	   -5.93	    2.93	   -2.47	   -3.39	    9.21	    2.71	   -1.63	   -3.35	   -3.18	
    3.94	    2.66	   -3.99	    3.76	    0.22	    0.30	    2.89	    0.16	   -2.11	   -2.59	   -2.88	
   -4.45	    0.73	   -1.30	    1.83	   -0.07	    3.59	   -1.60	   -5.01	   -1.56	    0.98	   -0.60	
   -2.74	    1.23	    0.61	   -0.22	    2.04	    0.07	    0.64	    1.13	    0.42	    0.56	   -1.87	
   -1.29	    0.76	   -0.14	   -2.53	   -0.35	    3.31	    0.27	   -1.77	   -3.11	    2.79	   -4.45	
    0.26	   -0.39	    0.52	   -0.65	    1.30	    0.00	    0.00	    1.79	    1.51	    0.50	    1.23	
    4.55	   -1.06	    0.13	    2.40	   -1.17	   -0.68	    1.48	    0.13	    0.39	    3.25	   -3.02	
   -1.71	    0.14	   -6.47	    3.48	   -2.18	   -2.97	    7.04	    5.17	   -1.25	   -2.75	   -6.68	
   -0.05	    4.53	   -3.60	    3.94	   -1.32	   -0.59	   -0.30	   -0.17	   -1.13	   -3.47	   -0.66	
   -1.00	    0.51	  -10.01	    4.72	    0.12	    0.89	    3.82	   -0.51	   -1.36	    0.86	   -1.66	
   -0.87	    1.17	   -2.67	    0.66	   -1.30	    1.08	    4.69	   -0.17	   -2.56	   -3.50	    0.00	
    4.45	   -4.14	    0.76	    0.58	   -0.91	   -1.29	    3.09	   -1.97	   -5.90	    1.07	    0.53	
   -0.42	   -5.38	    6.09	    0.34	    0.76	   -1.75	    7.22	   -4.99	    1.08	   -3.01	   -1.15	
    6.37	    0.22	    2.45	   -2.66	   -6.26	    4.53	    0.00	    2.74	    7.56	   -0.25	   -0.58	
    1.59	   -1.56	    1.59	   -1.56	   -3.17	    3.28	   -4.44	   -7.81	    3.60	   -5.22	   -1.83	
    1.44	    0.00	   -4.96	   -1.49	    9.09	   -2.78	   -2.14	   -4.38	    3.82	    0.00	   -3.68	
   -2.14	   -4.38	    3.82	    0.00	   -3.68	    5.19	   -5.66	   -3.38	    1.11	   -0.79	    0.79	
   -0.56	    1.70	   -2.06	   -1.02	    0.26	    1.43	    1.76	   -2.38	   -0.94	    2.04	   -3.48	
    5.03	   -1.48	    1.73	   -0.20	    1.76	    1.60	    1.22	   -0.71	   -0.16	    0.96	    0.46	
   -0.82	    0.28	    0.92	   -0.82	    0.46	    3.56	    3.35	    4.35	   -3.27	    0.08	   -0.84	
    1.10	    0.50	    1.50	   -0.16	   -3.11	    4.06	   -5.04	   -1.20	   -2.08	    1.33	   -0.70	
    4.05	   -3.58	   -0.68	   -3.06	    0.00	    3.31	    4.38	    3.78	   -1.38	   -1.90	    1.63	
    2.11	   -0.80	    0.58	   -4.03	   -0.24	    1.92	   -1.42	    3.11	    1.97	    0.34	    2.83	
    4.30	   -5.37	    2.23	   -0.60	    2.40	    0.49	   -1.84	    0.59	    1.47	   -0.68	   -1.56	
   -1.82	   -2.85	   -3.67	   -8.73	    0.23	   -3.35	    0.09	    9.84	    2.15	   -1.30	   -2.63	
    3.75	    3.21	   -2.90	    0.96	    0.43	   -2.72	    1.97	   -1.17	   -1.98	   -4.15	   -1.90	
   -0.68	    2.04	   -3.33	   -2.07	    2.11	   -0.69	    0.69	    0.69	   -0.68	   -1.38	   -2.10	
    2.11	   -0.69	   -1.39	    1.41	   -2.08	    0.28	    0.42	   -0.14	   -0.56	    0.00	    0.71	
    2.65	    2.76	   -4.09	    0.91	    0.91	    0.96	   -0.95	    1.26	   -0.83	   -1.31	   -2.29	
   -3.88	    1.45	   -6.77	    6.88	    2.68	   -3.77	    3.20	   -0.94	   -2.12	    0.24	   -5.35	
    0.32	   -0.32	    4.55	    0.62	   -1.54	   -1.25	   -2.22	    0.65	   -2.58	   -4.64	    0.69	
   -3.45	   -0.36	   -2.87	    3.69	    0.71	    4.95	    2.36	   -1.32	    0.00	    0.00	   -1.67	
    7.60	    3.53	    3.67	   -1.27	    8.46	    7.57	  -22.64	   16.76	   -4.62	   -0.77	   -4.88	
   -2.78	    2.60	    2.79	    0.00	   -1.23	    1.00	    2.72	   -3.61	   -1.00	   -3.28	   -4.44	
    7.94	   -3.20	   -5.05	    5.66	   -3.65	   -3.25	    2.72	   13.46	   -2.08	   -2.24	   -4.80	
   -1.79	   -2.26	   -1.83	    3.80	   -3.70	   -0.65	    2.18	   -4.98	    2.25	   -2.55	   -4.31	
    0.58	    5.10	   -9.45	    3.50	    1.47	   -3.37	   -2.33	    0.03	    1.79	   -3.25	   -2.42	
   -2.75	   -1.66	   -6.64	    0.55	   -2.31	   -1.63	   -0.89	    1.74	   -3.22	    2.26	   -1.61	
    2.62	   -1.82	    0.37	    0.74	   -0.74	   -4.07	   -2.32	   -5.53	    2.51	    1.22	    0.00	
   -2.17	   -1.48	   -4.14	   -5.49	   13.28	    0.00	   -7.69	    3.97	   -6.87	   -2.05	   12.13	
    5.30	   -0.72	    1.09	    1.43	   -1.77	   -1.08	   -7.27	    8.24	   -2.17	   -1.48	   -4.14	
    0.89	    4.39	   -4.49	    3.13	    1.33	   -1.03	   -0.47	    2.47	    0.84	   -3.13	   -1.14	
   -3.10	   -1.47	   -8.44	    4.03	   -2.68	    0.85	    1.13	    2.79	   -2.53	    1.48	   -6.03	
   -0.58	    3.78	    1.03	    5.63	    0.44	    0.26	    2.52	   -5.84	   -0.90	   -2.45	   -3.26	
   -4.61	    5.53	   -5.65	    5.38	   -4.77	    2.33	   -2.62	   10.67	    0.47	   -9.36	   -9.47	
    0.84	    0.53	    3.28	   -0.13	   -4.69	    0.51	    2.68	    1.80	   -0.48	   -4.03	   -0.50	
   -0.97	    0.17	   -0.67	    1.52	    0.00	   -0.50	    2.35	    2.39	    1.15	    2.72	   -0.31	
   -3.11	    1.58	   -4.38	    3.53	   -1.29	   -2.72	    5.13	   -2.27	   -0.17	   -3.69	   -1.71	
    3.49	   -0.17	   -3.44	    1.66	    1.23	   -3.11	   -1.01	   -0.84	    1.94	   -3.57	   -0.86	
    0.43	    0.28	    2.41	    3.18	   -0.80	   -0.68	    0.41	    0.14	    0.27	   -2.97	   -1.67	
   -1.36	    2.60	   -1.64	   -3.33	    0.94	   -0.93	    2.82	    5.49	    0.58	   -0.29	    1.30	
   -1.73	    0.00	    6.76	   -1.43	   -0.64	    0.99	   -2.13	   -1.18	   -3.37	   -0.71	   -2.64	
    1.89	   -5.14	    2.14	    1.30	   -1.86	   -2.24	   -0.54	    3.48	   -1.54	   -1.54	   -0.22	
   -1.99	   -3.72	    3.90	    1.49	   -1.49	    0.49	   -1.08	   -1.30	   -4.35	   -1.74	    2.76	
    2.55	   -6.87	    4.03	   -2.56	   -2.48	    5.83	    2.84	    3.69	   -4.31	   -2.93	   -0.36	
   -0.86	   -0.53	   -3.40	    0.63	   -1.94	   -1.07	    6.32	   -1.28	    2.29	    2.12	   -1.31	
   -3.42	    3.42	   -2.35	   -3.43	   -0.08	    3.60	   -3.04	    2.69	   -3.05	    0.41	   -4.07	
    0.89	    1.54	   -1.99	   -0.59	    0.04	   -0.78	   -2.95	   -3.12	   -2.70	   -0.20	    1.51	
    2.49	   -4.61	    5.79	   -1.20	    0.59	   -0.55	   -0.70	   -0.26	   -0.37	   -2.51	    2.42	
    1.25	   -6.11	    4.55	   -0.42	   -4.91	    6.46	    2.62	   -0.81	   -3.31	   -2.08	    2.24	
    0.28	   -0.21	    2.38	   -1.64	    3.48	    0.74	    0.13	    2.47	    9.11	    4.77	   -2.22	
   -2.24	   -1.36	    0.29	   -1.96	   -1.18	   -1.57	    1.37	    6.14	   -0.49	    2.06	    0.69	
    4.73	   -5.65	    1.20	    7.10	    0.33	    1.54	    1.41	   -3.74	    0.67	    1.55	    0.00	
   -2.51	    1.03	    0.00	   -3.57	    0.00	   -1.59	   -3.76	   -2.79	    1.15	    1.70	   -5.03	
   -2.66	    1.09	   -1.08	    3.28	   -2.12	    0.00	    0.00	   -2.16	    0.55	    2.20	   -3.23	
   -0.58	   -7.85	    0.89	   -0.88	   -0.51	    1.28	   10.34	   -6.63	   -2.57	   -6.66	   -0.40	
    5.29	   -5.54	    4.91	    2.86	   -3.41	   -2.09	   -4.55	    1.40	   -2.49	   -0.57	   -1.28	
   -2.80	   -3.23	    8.89	   -1.72	    1.75	    6.36	   -2.71	    0.27	   -1.12	   -1.99	    0.42	
   -0.27	   -2.41	    2.84	   -0.45	   -1.23	   -1.93	    1.78	    0.32	    0.09	   -1.61	    1.03	
   -0.60	   -3.44	    1.47	   -0.21	   -0.62	    4.37	   -0.20	   -0.40	    2.21	   -1.77	    0.20	
    1.80	   -2.76	   -0.20	    0.00	    0.20	   -1.62	    0.62	    0.20	   -1.43	   -2.90	   -2.99	
   -0.78	    1.15	   -2.10	    0.88	    2.31	    1.53	    1.60	    0.57	    0.13	   -5.73	    0.09	
   -1.14	    0.16	    9.80	   -4.18	    2.28	   -4.07	    5.75	    1.10	    3.78	    4.19	    1.22	
   -2.17	    2.73	   -3.27	    3.80	   -1.02	    0.21	    3.07	    1.19	    2.16	   -4.04	    0.40	
    1.63	   -3.81	    1.88	    3.48	   -1.98	   -2.42	   -1.03	   -0.21	   -0.84	    0.21	   -1.05	
    0.47	   -8.53	    5.65	   -3.26	   -3.18	    4.07	    3.12	   -3.90	    0.60	   -4.79	    2.78	
    2.40	   -3.08	    1.71	   -0.07	    3.37	   -1.70	   -0.46	    1.28	   -4.75	   -3.77	    1.83	
    3.24	   -0.03	    1.02	    1.36	    0.08	    6.59	    4.64	   -0.81	    0.05	    0.85	   -0.35	
    0.32	    8.16	    0.96	    3.32	    4.52	    0.23	    5.46	    0.54	   -3.32	   -0.88	   -3.18	
   -4.71	    0.46	   -3.65	    0.68	   -1.73	   -0.96	    1.72	    2.64	    2.06	   -3.08	   -5.72	
    1.65	   -3.21	    1.90	   -1.90	   -1.10	    0.00	    1.37	   -3.38	   -1.13	   -4.58	    5.82	
    0.13	   -0.57	    0.35	   -0.32	   -1.06	    1.23	    3.88	   -4.01	   -2.19	   -1.28	   -1.70	
    3.51	   -5.18	    0.85	   -1.14	   -2.86	    4.01	   -0.36	    1.51	   -1.97	   -2.73	   -0.62	
    2.11	   -4.02	    1.24	    0.77	    0.58	   -0.64	    1.73	   -1.07	   -3.06	   -0.66	   -0.13	
    9.31	    4.62	    6.76	   -1.16	    0.00	   -1.96	    0.67	    2.25	   -3.63	    0.94	    3.33	
   -3.61	   -7.35	   -1.11	   -0.99	    4.55	  -31.16	    4.55	    1.13	   -2.43	   -1.92	   -2.15	
   -0.80	   -2.41	    5.15	   -6.86	    3.16	    1.22	    2.02	   34.19	   -4.42	   -5.08	    0.81	
   -2.56	    5.59	    4.36	    0.90	    2.37	   -0.58	   -4.36	   -0.61	   -0.31	   -0.92	   -2.79	
    3.49	    2.07	   -2.28	    5.19	    1.73	    0.73	    5.30	   -5.26	    3.38	   -1.40	   -1.42	
   -3.66	    0.00	    0.63	    0.63	   -0.62	    6.92	    5.88	   -1.67	   -1.41	    2.01	   -0.84	
   -1.07	    0.60	    1.49	    5.44	   -2.40	   -2.83	    7.21	   -2.72	    0.68	   -0.95	   -1.02	
    0.06	    6.69	    4.17	   -0.65	   -0.05	   -5.75	    4.33	    0.05	   -1.88	   -2.37	   -5.22	
    0.70	   -1.39	   -0.35	    0.88	   -1.75	   -1.07	    1.08	    2.32	    0.00	   -0.35	   -1.58	
    2.73	    0.89	    3.16	    0.00	    3.24	   -0.99	    0.00	    1.17	    0.00	    3.62	   -2.23	
    0.18	    0.00	   -2.48	    0.36	   -0.72	    0.73	   -2.36	    3.34	   -0.36	   -5.05	    3.04	
   -5.95	   -1.63	    5.15	    0.17	   -5.06	    1.29	    0.91	    1.26	   -3.91	    0.00	   -0.18	
    1.68	   -2.75	    0.94	   -3.18	    1.35	    5.90	    0.00	    0.90	   -1.43	   -1.99	    0.37	
   -2.84	    2.26	   -2.31	   -3.12	    3.16	    3.55	   -1.37	   -5.27	    1.37	    1.93	    1.42	
   -2.11	    3.19	   -0.73	    0.00	    2.38	   -0.54	    1.26	   -0.71	   -0.98	    0.27	    0.54	
   -1.90	   -2.55	   -0.21	    1.72	   -2.96	    0.18	    2.33	   -0.79	   -0.53	   -3.11	    0.00	
    9.39	   -3.58	    0.34	    6.73	    2.24	    0.39	   -1.50	    7.13	   -1.13	   -1.51	    0.86	
    0.09	   -1.04	    0.05	    8.75	   -4.24	    1.78	    1.84	   -3.61	    1.01	    1.54	    0.31	
    0.00	   -0.77	   -2.33	    2.38	    2.33	   -0.76	   -0.76	    2.31	    3.76	    5.07	   -2.76	
    8.96	   -4.79	   -1.44	    2.92	   -1.42	    0.00	   -9.35	   -2.38	    1.63	   -0.80	   11.29	
    1.63	   -6.56	    4.93	   -2.36	   -4.78	    6.08	    3.88	   -1.21	   -1.45	   -1.18	    0.23	
    1.66	   -4.10	    2.31	   -0.73	    0.06	    1.02	   -0.62	    4.50	   -0.51	   -3.67	    0.96	
    0.30	   -0.72	   -2.56	    3.06	   -2.76	   -1.31	    6.86	    4.35	   -0.99	   -0.80	   -2.02	
    1.72	    6.99	   -4.36	    2.28	    3.24	   -1.37	   -1.99	   -5.68	   -1.94	   -1.97	   -2.91	
    2.63	    4.49	   -6.13	    8.28	    1.81	    0.59	   -0.59	   13.83	    0.00	   -2.95	   -1.25	
   -5.41	   -3.05	   -4.72	    7.22	   -1.92	   -4.31	    1.23	  -11.94	   -0.46	    0.00	   -5.08	
    7.33	   -3.11	   -1.28	    0.65	    0.65	   -1.28	   -0.65	    7.19	   -2.44	   -3.13	    0.65	
   -5.05	    2.53	   -3.70	    0.64	    0.00	   -4.46	    4.67	    1.27	    0.00	   -2.52	   -3.23	
    8.21	   -2.64	   -3.20	    4.07	   -1.07	   -0.77	    3.08	   -3.14	   -1.56	   -3.64	   -1.87	
   -2.02	   -3.82	    1.56	    0.93	    0.19	   -1.39	    5.88	    0.58	   -0.24	   -1.51	   -2.64	
    3.68	   -3.05	   -0.57	    1.49	    1.25	   -1.73	    3.76	   -5.81	    3.09	   -0.73	   -0.11	
   11.48	    0.73	    3.13	    0.22	   -2.43	   -2.83	    4.45	   -0.27	   -1.42	   -2.78	    2.86	
   -1.89	   -6.41	   -4.11	   -1.43	   -3.62	   -2.26	    6.15	    3.62	    2.80	    2.72	    0.00	
    1.48	   -0.73	   -6.62	    1.57	    6.20	   -0.73	    3.68	   46.10	   -6.31	   16.06	   -1.79	
    1.53	   10.53	    6.80	    3.82	   -0.61	   14.20	    6.49	   -5.58	   -2.15	   -3.30	  -12.50	
    8.51	   -4.55	   -0.30	    5.34	   -2.75	   -0.09	    1.67	   -6.92	   -0.26	   -2.00	   -3.36	
   -0.01	   -6.29	    2.83	    0.85	   -0.48	   -1.17	    4.76	   -5.75	    0.47	   -0.48	   -1.29	
   -6.36	   -0.61	   -4.94	    0.41	   -0.12	   -0.87	    1.12	    5.46	   -0.44	   -0.17	   -5.60	
    1.12	    9.05	   -3.37	    1.88	    1.79	   -0.69	    1.18	    0.27	   -1.33	   -2.96	   -3.05	
    0.00	    0.52	    4.17	   -1.00	   -1.01	    0.51	    1.52	   -2.50	    0.31	    0.20	   -2.55	
    0.22	    3.23	   -4.17	    0.00	    1.30	    5.69	   -0.51	    3.06	    0.99	    1.96	   -3.37	
   -6.89	    1.50	   -2.46	   -7.07	    2.72	    4.76	   -1.01	   -2.04	    0.52	    3.11	    2.01	
   -3.71	   -1.08	   -5.86	    2.14	    0.73	   -0.17	   -0.75	    5.61	   -5.23	   -1.93	   -5.74	
    0.86	    4.43	   -5.85	    1.56	    2.19	   -1.04	   -6.75	   -3.60	    1.72	    2.52	   -0.44	
    4.26	   10.20	    1.42	    4.30	   -2.47	   -5.81	   -1.12	    3.17	   -4.07	   -0.57	   -3.34	
   -2.48	   -0.12	    0.85	   -0.96	    0.97	   -0.84	    2.55	   -1.18	   -2.16	    0.61	   -0.49	
   -0.42	    0.59	   -2.27	    2.15	    0.84	    3.33	    0.40	    0.00	    2.01	   -1.18	    0.00	
    1.96	    0.00	   -1.42	    0.59	    1.10	   -1.25	    0.25	   -0.08	   -1.94	    0.52	    1.11	
   -6.08	    6.05	    1.61	   -5.14	   -0.83	   -1.26	    2.13	   -1.92	    1.95	   -0.42	   -1.26	
    3.85	   -4.94	    4.81	   -5.70	   -1.05	   -0.53	   -3.74	   -4.16	   -6.37	    2.47	    0.30	
    1.38	   -7.94	    4.80	   -3.64	   -5.73	    6.21	    0.00	   -0.85	   -4.67	   -1.29	    1.83	
    0.11	   -0.11	    0.80	   -0.51	    0.68	    0.06	   -0.17	    1.97	    0.55	    1.10	    2.17	
   -0.26	    0.00	    0.00	    0.74	    0.05	    0.73	    0.31	   -3.37	    1.88	   -0.26	    0.00	
    0.63	   -8.00	    1.86	   -1.90	    0.08	    1.44	    5.58	   -2.31	    0.44	   -4.81	    2.16	
    0.49	   -7.89	    5.43	   -3.94	   -4.54	    6.20	    3.67	   -1.06	   -2.36	   -2.97	    1.59	
    8.16	   -3.68	    1.97	    3.57	   -1.93	    1.29	    1.03	   -1.86	   -4.50	   -0.60	   -2.10	
    5.20	    3.76	   -6.01	   -1.09	    2.80	    2.14	    6.85	   -0.22	   -0.54	   -2.96	   -1.02	
   -0.12	   -1.87	    0.12	   -2.02	    0.24	   -0.48	    5.97	   -1.26	   -3.14	    0.72	   -2.63	
   -1.74	   -3.25	   -4.95	    3.66	   -0.18	    0.48	   -1.67	    8.79	   -2.56	   -0.97	   -1.50	
    0.99	    8.03	   -3.23	   -1.93	    2.87	   -3.02	    3.30	    6.09	   -0.22	   -3.01	   -2.88	
   -2.20	   -2.04	   -2.38	    2.48	   -2.25	   -0.78	   -7.38	    0.00	    1.48	   -2.17	    2.20	
   -2.05	   -0.77	   -1.02	    1.79	    0.49	    3.20	   -2.63	    0.07	   -1.37	    0.92	    0.93	
   -3.41	    1.05	   -0.45	   -1.32	    2.12	    0.14	   -0.56	    0.32	   -2.58	   -0.65	   -2.73	
    6.67	   -6.69	   -3.38	   -3.57	   -3.92	   18.24	    0.00	    5.58	   -1.37	   -2.95	   -4.84	
   -2.21	   -2.76	    2.97	   -6.02	   -0.40	    1.94	    0.26	   -1.97	   -1.34	    8.60	    2.06	
    1.10	    3.26	    1.58	   -0.52	   -1.04	    1.05	   -1.04	    0.53	   -1.57	   -1.60	    0.00	
    0.13	   -2.72	   -2.67	    2.74	   -5.33	    2.11	    6.90	    7.74	    0.00	   11.38	   -2.15	
    1.09	    5.38	   -1.02	    1.55	   -3.55	    1.58	    2.07	    0.00	   -4.57	   -3.72	   -2.76	
   -0.57	   -3.17	    1.19	   -2.65	    1.21	    0.00	   -0.60	   -2.40	    1.23	   -0.91	   -0.31	
    2.85	    2.46	    1.80	    2.65	    2.87	    0.28	    1.39	    2.75	   -3.21	   -5.25	    0.87	
   -1.16	   -2.02	    2.74	    1.50	   -1.81	   -0.34	    2.02	   -0.49	   -1.66	   -2.86	    1.73	
    1.86	   -5.10	    0.38	   -1.34	    4.26	    1.49	    8.24	    0.00	    0.68	   -5.21	    1.06	
    6.09	   -3.44	   -3.74	   -5.23	    1.24	    0.12	    1.90	   -2.70	    2.47	    6.14	    2.16	
    2.92	   -2.68	    1.27	   -0.76	    1.09	   -4.55	    1.19	   -3.14	   -2.14	   -0.12	   -4.50	
   -0.67	   -0.95	    2.83	   -1.65	    0.34	   -0.73	   -0.96	    1.65	   -5.19	    2.36	   -0.98	
   -3.14	   -2.14	   -0.12	   -4.50	   -0.25	    1.12	    5.72	   -3.49	    1.99	    3.60	   -1.54	
   -0.04	    7.12	   -7.36	    1.67	    3.47	    1.25	   -2.99	   -0.15	    0.34	   -0.41	   -0.90	
   -3.67	    1.89	   -0.46	   -1.15	   -2.39	   -3.78	    6.48	   -2.10	    3.14	   -3.37	   -5.79	
    0.00	    0.00	    0.00	    0.00	    5.68	    0.35	   -2.42	    0.00	    6.02	    0.00	   -4.84	
    4.42	   -2.20	    9.88	   -2.21	   -0.81	    6.67	   -5.40	    2.55	    3.71	   -3.79	   -0.79	
    2.63	    0.57	   -0.57	   -6.84	    0.31	   -1.22	   -0.31	    4.02	    0.60	    5.92	   -0.84	
   -2.82	    2.90	    1.25	   -0.31	    0.62	   10.49	    2.79	    2.17	   -0.27	   -3.73	   -3.60	
   -0.60	    2.11	   -7.10	   -0.64	    5.45	   -4.56	   -4.46	    2.33	    1.95	    4.47	    2.45	
    1.54	   -6.91	    4.75	    1.23	   -0.47	    4.69	   -4.74	   -3.43	   -4.18	    5.33	   -1.30	
    0.79	    0.37	    1.37	    0.90	    4.11	   -2.92	    0.13	    2.21	   -4.10	   -4.64	   -0.09	
    0.78	    8.06	   -4.88	   -0.90	    2.74	   -1.33	   -1.35	    4.72	   -2.62	    0.45	   -2.97	
   -2.31	    0.19	   -6.52	   -0.10	   -1.21	    0.00	    6.86	   -5.56	    2.74	   -1.68	   -2.41	
    4.93	   -1.37	    0.79	    3.15	   -1.15	   -1.45	   -1.08	    7.93	   -3.95	   -0.86	   -3.86	
    0.24	    3.37	   -2.35	    2.83	   -0.69	   -0.12	   -0.18	    0.20	   -1.63	   -3.06	   -0.18	
    1.10	    1.59	   -0.78	   -0.25	   -1.55	   -0.04	    3.03	   -1.67	    1.77	    2.23	   17.34	
   -3.25	   -1.12	    4.82	   -1.08	   -0.82	    5.79	   -2.34	   -2.93	    0.00	    1.65	   -3.24	
    1.65	   -3.24	    1.96	   -0.55	   -3.86	    7.45	    1.33	    2.89	   -3.58	   -1.33	    1.08	
    3.46	   -4.88	    2.16	    0.00	    0.26	   -0.79	    0.00	   -1.06	   -3.49	   -1.39	   -1.41	
    2.68	    3.03	    0.00	    1.47	    3.83	    2.57	    2.07	   -2.40	   -2.90	   -1.18	    1.37	
    1.12	    0.50	   -1.60	    0.84	    0.22	    0.06	    1.33	   -2.47	   -0.45	   -0.06	   -1.13	
    0.18	    0.06	    1.11	    0.87	   -1.72	    0.00	    3.51	   -1.13	   -3.09	    0.06	    2.00	
   -1.08	   -5.45	    0.00	    4.04	   -3.88	    3.85	    0.74	    0.00	    0.18	   -1.83	    2.43	
   -3.49	    1.71	    2.80	   -2.18	    0.19	    0.19	    2.59	   -1.16	   -4.82	   -0.23	   -2.69	
   -0.84	   -3.65	   -7.13	    1.51	    3.33	    0.69	   -0.13	    8.26	   -1.93	   -0.55	   -2.43	
    0.59	    7.17	   -5.07	    2.97	    3.91	   -1.23	   -0.17	   -5.41	    0.26	   -2.21	   -1.48	
    4.63	   -2.74	    3.25	    0.00	   -0.63	   -1.05	   -2.13	   -2.40	   -3.13	   -3.00	    3.33	
    2.03	   -4.87	    6.98	    0.43	   -3.46	    4.93	    0.85	    1.27	   -3.97	   -2.61	   -2.24	
   -2.80	    1.39	   -2.86	    2.87	   -4.32	   -2.32	    7.27	    0.40	   -4.59	   -2.08	   -1.67	
    2.86	    4.07	   -3.70	    4.78	   -1.19	   -2.40	   -0.60	   -0.11	   -1.32	   -4.01	   -3.00	
    1.45	   -2.38	   -2.44	   -1.00	    3.03	   -1.47	    5.47	   -0.47	   -0.47	   -3.81	    0.99	
   11.05	   -1.57	   -0.53	   -1.07	   -1.08	    7.65	   -7.11	    6.01	   -0.52	    0.52	    6.70	
    2.86	   -6.48	    0.50	    4.43	   -4.72	   -0.50	   -1.00	   -0.50	   -4.04	    1.05	    4.17	
   -0.09	    1.54	   -1.14	   -2.41	    2.62	    2.46	    6.98	    0.08	   -1.83	    3.54	    1.26	
   -2.27	    1.14	   -1.15	    0.47	    1.12	   -0.21	    0.14	    0.50	    0.05	    0.21	    0.07	
   -0.55	    3.10	   -0.18	   -0.19	    1.67	   -1.83	   -2.16	    3.15	    0.60	    1.86	   -2.05	
   -0.58	   -1.38	   -6.77	    1.28	   -0.13	    0.03	   -3.35	    9.82	   -2.02	    1.21	    1.24	
    1.23	    9.23	   -2.24	   -2.72	    6.42	   -1.26	   -1.06	    1.88	   -2.84	   -0.01	   -2.64	
   -4.42	   -2.88	    4.04	   -1.81	   -6.50	   -3.76	  -12.60	   -2.23	    3.43	    0.00	    1.88	
